Frame,Energy(kcal/mol),Source
frame_6,-1829337.74952,./reaction1/dft_PBE/energies.csv
frame_5,-1829337.48573,./reaction1/dft_PBE/energies.csv
frame_4,-1829335.58661,./reaction1/dft_PBE/energies.csv
frame_3,-1829332.1884,./reaction1/dft_PBE/energies.csv
frame_2,-1829327.24749,./reaction1/dft_PBE/energies.csv
frame_1,-1829339.50814,./reaction1/dft_PBE/energies.csv
frame_0,-1829384.73548,./reaction1/dft_PBE/energies.csv
