# r(Angstrom) g(r)
0.016613 0.000000
0.049839 0.000000
0.083065 0.000000
0.116291 0.000000
0.149517 0.000000
0.182743 0.000000
0.215969 0.000000
0.249195 0.000000
0.282421 0.000000
0.315647 0.000000
0.348873 0.000000
0.382099 0.000000
0.415325 0.000000
0.448551 0.000000
0.481777 0.000000
0.515003 0.000000
0.548229 0.000000
0.581455 0.000000
0.614681 0.000000
0.647907 0.000000
0.681133 0.000000
0.714359 0.000000
0.747586 0.000000
0.780812 0.000000
0.814038 0.000000
0.847264 0.000000
0.880490 0.000000
0.913716 0.000000
0.946942 0.000000
0.980168 0.000000
1.013394 0.000000
1.046620 0.000000
1.079846 0.000000
1.113072 0.000000
1.146298 0.000000
1.179524 0.000000
1.212750 0.000000
1.245976 0.000000
1.279202 0.000000
1.312428 0.000000
1.345654 0.000000
1.378880 0.000000
1.412106 0.000000
1.445332 0.040731
1.478558 1.749972
1.511784 7.803268
1.545010 14.510573
1.578236 17.942570
1.611462 15.125758
1.644688 9.231750
1.677914 4.203550
1.711140 1.597078
1.744366 0.452899
1.777592 0.102251
1.810818 0.028531
1.844044 0.002516
1.877270 0.000000
1.910496 0.000000
1.943722 0.000000
1.976948 0.000000
2.010174 0.000000
2.043400 0.000000
2.076626 0.000000
2.109852 0.000000
2.143078 0.000000
2.176304 0.000000
2.209531 0.000000
2.242757 0.000000
2.275983 0.000000
2.309209 0.000000
2.342435 0.000000
2.375661 0.000000
2.408887 0.000000
2.442113 0.000000
2.475339 0.000000
2.508565 0.000000
2.541791 0.000000
2.575017 0.000000
2.608243 0.000000
2.641469 0.000000
2.674695 0.000000
2.707921 0.000000
2.741147 0.000000
2.774373 0.000000
2.807599 0.000000
2.840825 0.000000
2.874051 0.000000
2.907277 0.001004
2.940503 0.000982
2.973729 0.000957
3.006955 0.008463
3.040181 0.010115
3.073407 0.018876
3.106633 0.022005
3.139859 0.040524
3.173085 0.058227
3.206311 0.098363
3.239537 0.130384
3.272763 0.180163
3.305989 0.222415
3.339215 0.334566
3.372441 0.413289
3.405667 0.554635
3.438893 0.646790
3.472119 0.793924
3.505345 0.907717
3.538571 1.112037
3.571797 1.273969
3.605023 1.494117
3.638249 1.656321
3.671476 1.738748
3.704702 1.930152
3.737928 2.096814
3.771154 2.128775
3.804380 2.151828
3.837606 2.178138
3.870832 2.282474
3.904058 2.310879
3.937284 2.288107
3.970510 2.349691
4.003736 2.409919
4.036962 2.515120
4.070188 2.425354
4.103414 2.320288
4.136640 2.262763
4.169866 2.117114
4.203092 1.928554
4.236318 1.729270
4.269544 1.596925
4.302770 1.431514
4.335996 1.336130
4.369222 1.195929
4.402448 1.176459
4.435674 1.107100
4.468900 1.047200
4.502126 1.041131
4.535352 1.000300
4.568578 0.991550
4.601804 0.965118
4.635030 0.965554
4.668256 0.953812
4.701482 0.913872
4.734708 0.890126
4.767934 0.903980
4.801160 0.818080
4.834386 0.800434
4.867612 0.774058
4.900838 0.734950
4.934064 0.668800
4.967290 0.629200
5.000516 0.571787
5.033742 0.537831
5.066968 0.488794
5.100194 0.448700
5.133421 0.406159
5.166647 0.413615
5.199873 0.381943
5.233099 0.386827
5.266325 0.355206
5.299551 0.382234
5.332777 0.370904
5.366003 0.425664
5.399229 0.434469
5.432455 0.457152
5.465681 0.486913
5.498907 0.532729
5.532133 0.571387
5.565359 0.578842
5.598585 0.658768
5.631811 0.692615
5.665037 0.762314
5.698263 0.827058
5.731489 0.874938
5.764715 0.939080
5.797941 1.031127
5.831167 1.091331
5.864393 1.173018
5.897619 1.176335
5.930845 1.263872
5.964071 1.337667
5.997297 1.402085
6.030523 1.436312
6.063749 1.490619
6.096975 1.523407
6.130201 1.561450
6.163427 1.552203
6.196653 1.572362
6.229879 1.577732
6.263105 1.593034
6.296331 1.496512
6.329557 1.465633
6.362783 1.442176
6.396009 1.375162
6.429235 1.312674
6.462461 1.232348
6.495687 1.169919
6.528913 1.106566
6.562139 1.041453
6.595366 0.976657
6.628592 0.879314
