# r(Angstrom) g(r)
0.016968 0.000000
0.050905 0.000000
0.084842 0.000000
0.118779 0.000000
0.152716 0.000000
0.186652 0.000000
0.220589 0.000000
0.254526 0.000000
0.288463 0.000000
0.322400 0.000000
0.356337 0.000000
0.390273 0.000000
0.424210 0.000000
0.458147 0.000000
0.492084 0.000000
0.526021 0.000000
0.559957 0.000000
0.593894 0.000000
0.627831 0.000000
0.661768 0.000000
0.695705 0.000000
0.729641 0.000000
0.763578 0.000000
0.797515 0.000000
0.831452 0.000000
0.865389 0.000000
0.899326 0.000000
0.933262 0.000000
0.967199 0.000000
1.001136 0.000000
1.035073 0.000000
1.069010 0.000000
1.102946 0.000000
1.136883 0.000000
1.170820 0.000000
1.204757 0.000000
1.238694 0.000000
1.272630 0.000000
1.306567 0.000000
1.340504 0.000000
1.374441 0.000000
1.408378 0.000000
1.442315 0.000000
1.476251 0.000000
1.510188 0.000000
1.544125 0.000000
1.578062 0.000000
1.611999 0.000000
1.645935 0.000000
1.679872 0.000000
1.713809 0.000000
1.747746 0.000000
1.781683 0.000000
1.815619 0.000000
1.849556 0.000000
1.883493 0.000000
1.917430 0.000000
1.951367 0.000000
1.985304 0.000000
2.019240 0.000000
2.053177 0.000000
2.087114 0.000000
2.121051 0.000000
2.154988 0.000000
2.188924 0.000000
2.222861 0.000000
2.256798 0.000000
2.290735 0.000000
2.324672 0.000000
2.358608 0.000000
2.392545 0.000000
2.426482 0.000000
2.460419 0.000000
2.494356 0.000000
2.528293 0.000000
2.562229 0.000000
2.596166 0.000000
2.630103 0.000000
2.664040 0.000000
2.697977 0.000000
2.731913 0.000000
2.765850 0.000000
2.799787 0.000000
2.833724 0.000000
2.867661 0.004293
2.901597 0.041930
2.935534 0.147478
2.969471 0.476419
3.003408 1.408880
3.037345 3.229642
3.071281 6.145172
3.105218 8.003243
3.139155 8.049663
3.173092 6.223476
3.207029 3.425510
3.240966 1.391400
3.274902 0.434488
3.308839 0.093507
3.342776 0.018955
3.376713 0.000000
3.410650 0.003035
3.444586 0.000000
3.478523 0.000000
3.512460 0.000000
3.546397 0.000000
3.580334 0.000000
3.614270 0.000000
3.648207 0.000000
3.682144 0.000000
3.716081 0.000000
3.750018 0.000000
3.783955 0.000000
3.817891 0.000000
3.851828 0.000000
3.885765 0.000000
3.919702 0.000000
3.953639 0.000000
3.987575 0.000000
4.021512 0.002183
4.055449 0.015025
4.089386 0.025332
4.123323 0.056062
4.157259 0.181793
4.191196 0.255228
4.225133 0.389571
4.259070 0.686982
4.293007 1.032442
4.326944 1.442444
4.360880 2.004821
4.394817 2.233520
4.428754 2.570189
4.462691 2.699644
4.496628 2.632858
4.530564 2.638279
4.564501 2.382314
4.598438 2.013385
4.632375 1.837578
4.666312 1.533712
4.700248 1.390202
4.734185 1.231733
4.768122 1.350906
4.802059 1.394644
4.835996 1.684583
4.869933 1.979732
4.903869 2.278316
4.937806 2.430987
4.971743 2.847788
5.005680 2.852982
5.039617 2.864727
5.073553 2.644129
5.107490 2.120577
5.141427 1.745453
5.175364 1.304829
5.209301 0.900218
5.243237 0.629212
5.277174 0.458888
5.311111 0.508108
5.345048 0.507854
5.378985 0.585653
5.412922 0.760266
5.446858 0.919787
5.480795 1.151698
5.514732 1.268736
5.548669 1.327795
5.582606 1.326427
5.616542 1.222038
5.650479 1.155436
5.684416 1.014949
5.718353 0.987824
5.752290 0.936726
5.786226 0.908901
5.820163 0.978578
5.854100 0.895158
5.888037 0.677143
5.921974 0.509351
5.955911 0.310498
5.989847 0.145623
6.023784 0.071021
6.057721 0.027898
6.091658 0.016173
6.125595 0.003763
6.159531 0.000000
6.193468 0.001841
6.227405 0.000910
6.261342 0.000000
6.295279 0.001782
6.329215 0.001763
6.363152 0.006103
6.397089 0.015528
6.431026 0.031582
6.464963 0.061658
6.498900 0.079404
6.532836 0.169570
6.566773 0.224309
6.600710 0.309515
6.634647 0.414624
6.668584 0.576327
6.702520 0.705668
6.736457 0.823044
6.770394 0.975773
