# r(Angstrom) g(r)
0.016396 0.000000
0.049189 0.000000
0.081981 0.000000
0.114773 0.000000
0.147566 0.000000
0.180358 0.000000
0.213150 0.000000
0.245943 0.000000
0.278735 0.000000
0.311527 0.000000
0.344320 0.000000
0.377112 0.000000
0.409904 0.000000
0.442697 0.000000
0.475489 0.000000
0.508281 0.000000
0.541074 0.000000
0.573866 0.000000
0.606658 0.000000
0.639451 0.000000
0.672243 0.000000
0.705035 0.000000
0.737828 0.000000
0.770620 0.000000
0.803412 0.000000
0.836205 0.000000
0.868997 0.000000
0.901789 0.000000
0.934582 0.000000
0.967374 0.000000
1.000166 0.000000
1.032959 0.000000
1.065751 0.000000
1.098543 0.000000
1.131336 0.000000
1.164128 0.000000
1.196920 0.000000
1.229713 0.000000
1.262505 0.000000
1.295297 0.000000
1.328090 0.000000
1.360882 0.000000
1.393674 0.000000
1.426467 0.000000
1.459259 0.000000
1.492051 0.000000
1.524844 0.000000
1.557636 0.000000
1.590428 0.000000
1.623221 0.000000
1.656013 0.000000
1.688805 0.000000
1.721598 0.000000
1.754390 0.000000
1.787182 0.000000
1.819975 0.000000
1.852767 0.000000
1.885559 0.000000
1.918352 0.000000
1.951144 0.000000
1.983936 0.000000
2.016729 0.000000
2.049521 0.000000
2.082313 0.000000
2.115106 0.000000
2.147898 0.000000
2.180690 0.000000
2.213483 0.000000
2.246275 0.000000
2.279067 0.000000
2.311860 0.000000
2.344652 0.000000
2.377444 0.000000
2.410237 0.000000
2.443029 0.000000
2.475821 0.000000
2.508614 0.000000
2.541406 0.000000
2.574198 0.000000
2.606991 0.000000
2.639783 0.000000
2.672575 0.000000
2.705368 0.000000
2.738160 0.000000
2.770952 0.004338
2.803745 0.008456
2.836537 0.099153
2.869329 0.306963
2.902122 0.923504
2.934914 2.137921
2.967706 4.436070
3.000499 6.679008
3.033291 8.039760
3.066083 7.122857
3.098876 4.791666
3.131668 2.676756
3.164460 1.176669
3.197253 0.357944
3.230045 0.137124
3.262837 0.021950
3.295630 0.006151
3.328422 0.003006
3.361214 0.000000
3.394007 0.000000
3.426799 0.000000
3.459591 0.000000
3.492384 0.000000
3.525176 0.000000
3.557968 0.000000
3.590761 0.000000
3.623553 0.000000
3.656345 0.000000
3.689138 0.000000
3.721930 0.000000
3.754722 0.000000
3.787515 0.000000
3.820307 0.000000
3.853099 0.004498
3.885892 0.006584
3.918684 0.012956
3.951476 0.044737
3.984269 0.077519
4.017061 0.123584
4.049853 0.261326
4.082646 0.430821
4.115438 0.773266
4.148230 1.092024
4.181023 1.636121
4.213815 2.044733
4.246607 2.679372
4.279400 3.227195
4.312192 3.401822
4.344984 3.146897
4.377777 3.018403
4.410569 2.416581
4.443361 1.767636
4.476154 1.235660
4.508946 0.753099
4.541738 0.487061
4.574531 0.386361
4.607323 0.362059
4.640115 0.497356
4.672908 0.815985
4.705700 1.250671
4.738492 1.744670
4.771285 2.309526
4.804077 2.805225
4.836869 3.380737
4.869662 3.511755
4.902454 3.314691
4.935246 2.896704
4.968039 2.333657
5.000831 1.903550
5.033623 1.229162
5.066416 0.945134
5.099208 0.654985
5.132000 0.619835
5.164793 0.730486
5.197585 0.959972
5.230377 1.236255
5.263170 1.396290
5.295962 1.543144
5.328754 1.493576
5.361547 1.431253
5.394339 1.152392
5.427131 0.924088
5.459924 0.603815
5.492716 0.364009
5.525508 0.261671
5.558301 0.192821
5.591093 0.136186
5.623885 0.238578
5.656678 0.349141
5.689470 0.510656
5.722262 0.710032
5.755055 0.733129
5.787847 0.771292
5.820639 0.685388
5.853432 0.542770
5.886224 0.324593
5.919016 0.221293
5.951809 0.112773
5.984601 0.042773
6.017393 0.020226
6.050186 0.003646
6.082978 0.002696
6.115770 0.006229
6.148563 0.011440
6.181355 0.039145
6.214147 0.068882
6.246940 0.109918
6.279732 0.187135
6.312524 0.331039
6.345317 0.452504
6.378109 0.622619
6.410901 0.739621
6.443694 0.861903
6.476486 0.907728
6.509278 0.942869
6.542071 0.899329
