# r(Angstrom) g(r)
0.016740 0.000000
0.050219 0.000000
0.083699 0.000000
0.117178 0.000000
0.150658 0.000000
0.184137 0.000000
0.217617 0.000000
0.251096 0.000000
0.284576 0.000000
0.318055 0.000000
0.351535 0.000000
0.385014 0.000000
0.418494 0.000000
0.451973 0.000000
0.485453 0.000000
0.518933 0.000000
0.552412 0.000000
0.585892 0.000000
0.619371 0.000000
0.652851 0.000000
0.686330 0.000000
0.719810 0.000000
0.753289 0.000000
0.786769 0.000000
0.820248 0.000000
0.853728 0.000000
0.887207 0.000000
0.920687 0.000000
0.954166 0.000000
0.987646 0.000000
1.021125 0.000000
1.054605 0.000000
1.088084 0.000000
1.121564 0.000000
1.155043 0.000000
1.188523 0.000000
1.222002 0.000000
1.255482 0.000000
1.288961 0.000000
1.322441 0.000000
1.355920 0.000000
1.389400 0.000000
1.422880 0.000000
1.456359 0.000000
1.489839 0.000000
1.523318 0.000000
1.556798 0.000000
1.590277 0.000000
1.623757 0.000000
1.657236 0.000000
1.690716 0.000000
1.724195 0.000000
1.757675 0.000000
1.791154 0.000000
1.824634 0.000000
1.858113 0.000000
1.891593 0.000000
1.925072 0.000000
1.958552 0.000000
1.992031 0.000000
2.025511 0.000000
2.058990 0.001233
2.092470 0.003710
2.125949 0.010722
2.159429 0.024466
2.192908 0.055465
2.226388 0.097964
2.259867 0.164922
2.293347 0.265416
2.326827 0.437012
2.360306 0.650998
2.393786 0.918228
2.427265 1.258286
2.460745 1.575387
2.494224 2.015943
2.527704 2.381073
2.561183 2.674273
2.594663 2.965655
2.628142 3.164779
2.661622 3.184969
2.695101 3.095668
2.728581 2.916495
2.762060 2.682265
2.795540 2.431379
2.829019 2.071257
2.862499 1.754845
2.895978 1.439101
2.929458 1.181276
2.962937 0.957951
2.996417 0.805806
3.029896 0.680139
3.063376 0.601794
3.096855 0.542689
3.130335 0.527221
3.163814 0.530434
3.197294 0.541182
3.230773 0.548645
3.264253 0.566467
3.297733 0.590676
3.331212 0.622551
3.364692 0.642531
3.398171 0.682907
3.431651 0.722693
3.465130 0.745060
3.498610 0.763319
3.532089 0.776188
3.565569 0.775219
3.599048 0.793024
3.632528 0.802198
3.666007 0.812255
3.699487 0.825085
3.732966 0.825274
3.766446 0.843592
3.799925 0.855853
3.833405 0.881752
3.866884 0.858239
3.900364 0.854667
3.933843 0.851408
3.967323 0.852905
4.000802 0.839874
4.034282 0.836886
4.067761 0.826740
4.101241 0.850684
4.134720 0.862177
4.168200 0.858207
4.201680 0.877543
4.235159 0.882290
4.268639 0.890072
4.302118 0.878657
4.335598 0.890718
4.369077 0.900940
4.402557 0.922965
4.436036 0.933457
4.469516 0.945139
4.502995 0.968905
4.536475 0.975605
4.569954 0.995397
4.603434 1.051057
4.636913 1.086288
4.670393 1.114185
4.703872 1.159616
4.737352 1.166594
4.770831 1.197025
4.804311 1.249461
4.837790 1.282333
4.871270 1.330762
4.904749 1.371096
4.938229 1.412439
4.971708 1.438331
5.005188 1.454598
5.038667 1.475158
5.072147 1.488366
5.105627 1.477089
5.139106 1.472640
5.172586 1.430686
5.206065 1.401465
5.239545 1.361731
5.273024 1.323970
5.306504 1.278519
5.339983 1.235610
5.373463 1.190676
5.406942 1.139185
5.440422 1.067718
5.473901 1.010656
5.507381 0.979010
5.540860 0.940840
5.574340 0.907358
5.607819 0.877547
5.641299 0.856449
5.674778 0.831703
5.708258 0.809020
5.741737 0.794353
5.775217 0.793841
5.808696 0.781149
5.842176 0.783885
5.875655 0.779922
5.909135 0.768838
5.942614 0.773643
5.976094 0.763765
6.009573 0.767589
6.043053 0.775800
6.076533 0.758674
6.110012 0.772537
6.143492 0.761129
6.176971 0.777902
6.210451 0.779815
6.243930 0.784203
6.277410 0.784775
6.310889 0.793059
6.344369 0.792664
6.377848 0.793122
6.411328 0.786241
6.444807 0.802655
6.478287 0.812422
6.511766 0.824332
6.545246 0.838493
6.578725 0.839522
6.612205 0.851578
6.645684 0.868274
6.679164 0.870046
