# r(Angstrom) g(r)
0.016548 0.000000
0.049644 0.000000
0.082741 0.000000
0.115837 0.000000
0.148933 0.000000
0.182030 0.000000
0.215126 0.000000
0.248222 0.000000
0.281318 0.000000
0.314415 0.000000
0.347511 0.000000
0.380607 0.000000
0.413703 0.000000
0.446800 0.000000
0.479896 0.000000
0.512992 0.000000
0.546089 0.000000
0.579185 0.000000
0.612281 0.000000
0.645377 0.000000
0.678474 0.000000
0.711570 0.000000
0.744666 0.000000
0.777763 0.000000
0.810859 0.000000
0.843955 0.000000
0.877051 0.000000
0.910148 0.000000
0.943244 0.000000
0.976340 0.000000
1.009437 0.000000
1.042533 0.000000
1.075629 0.000000
1.108725 0.000000
1.141822 0.000000
1.174918 0.000000
1.208014 0.000000
1.241110 0.000000
1.274207 0.000000
1.307303 0.000000
1.340399 0.000000
1.373496 0.000000
1.406592 0.000000
1.439688 0.000416
1.472784 0.066634
1.505881 0.715927
1.538977 3.298447
1.572073 9.131976
1.605170 15.087448
1.638266 16.217659
1.671362 12.377929
1.704458 6.997688
1.737555 3.130971
1.770651 1.087410
1.803747 0.326564
1.836843 0.098680
1.869940 0.019961
1.903036 0.005651
1.936132 0.001480
1.969229 0.000780
2.002325 0.000000
2.035421 0.000000
2.068517 0.000000
2.101614 0.000000
2.134710 0.000000
2.167806 0.000000
2.200903 0.000000
2.233999 0.000000
2.267095 0.000000
2.300191 0.000000
2.333288 0.000000
2.366384 0.000000
2.399480 0.000000
2.432577 0.000000
2.465673 0.000000
2.498769 0.000000
2.531865 0.000000
2.564962 0.000000
2.598058 0.000000
2.631154 0.000000
2.664250 0.000000
2.697347 0.000633
2.730443 0.001026
2.763539 0.002864
2.796636 0.003123
2.829732 0.003851
2.862828 0.005680
2.895924 0.009929
2.929021 0.014895
2.962117 0.020002
2.995213 0.032742
3.028310 0.052713
3.061406 0.079072
3.094502 0.110750
3.127598 0.159680
3.160695 0.241633
3.193791 0.310742
3.226887 0.389376
3.259984 0.494341
3.293080 0.610152
3.326176 0.752422
3.359272 0.858445
3.392369 1.013935
3.425465 1.114914
3.458561 1.196014
3.491657 1.289350
3.524754 1.363319
3.557850 1.384966
3.590946 1.382399
3.624043 1.417459
3.657139 1.450369
3.690235 1.464500
3.723331 1.456388
3.756428 1.487565
3.789524 1.526227
3.822620 1.578050
3.855717 1.658950
3.888813 1.743422
3.921909 1.867585
3.955005 1.979703
3.988102 2.083341
4.021198 2.208020
4.054294 2.238014
4.087390 2.312851
4.120487 2.363576
4.153583 2.330600
4.186679 2.273578
4.219776 2.152488
4.252872 1.972012
4.285968 1.781941
4.319064 1.604121
4.352161 1.422181
4.385257 1.271839
4.418353 1.142416
4.451450 1.050625
4.484546 0.962077
4.517642 0.915794
4.550738 0.858804
4.583835 0.822572
4.616931 0.788795
4.650027 0.768419
4.683124 0.738787
4.716220 0.709435
4.749316 0.702789
4.782412 0.673754
4.815509 0.657917
4.848605 0.647418
4.881701 0.636631
4.914797 0.624453
4.947894 0.624854
4.980990 0.631502
5.014086 0.628156
5.047183 0.618077
5.080279 0.617676
5.113375 0.613629
5.146471 0.619982
5.179568 0.605223
5.212664 0.596620
5.245760 0.570685
5.278857 0.566340
5.311953 0.552764
5.345049 0.533414
5.378145 0.523623
5.411242 0.523413
5.444338 0.529661
5.477434 0.543358
5.510530 0.567759
5.543627 0.612614
5.576723 0.645831
5.609819 0.721073
5.642916 0.800318
5.676012 0.881004
5.709108 0.958345
5.742204 1.051253
5.775301 1.157894
5.808397 1.221833
5.841493 1.274962
5.874590 1.315699
5.907686 1.341235
5.940782 1.354481
5.973878 1.342834
6.006975 1.317845
6.040071 1.277000
6.073167 1.244795
6.106264 1.225344
6.139360 1.190324
6.172456 1.158052
6.205552 1.131629
6.238649 1.120311
6.271745 1.132117
6.304841 1.136007
6.337937 1.164244
6.371034 1.192545
6.404130 1.200592
6.437226 1.231992
6.470323 1.252295
6.503419 1.246164
6.536515 1.242728
6.569611 1.239292
6.602708 1.205068
